wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /Users/shuka/.netrc.
wandb: Currently logged in as: shukanth2004 (shukanth2004-the-ohio-state-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run ltnzuugz
wandb: Tracking run with wandb version 0.27.0
wandb: Run data is saved locally in /Users/shuka/Documents/vscode/mechanistic_interpretability/wandb/run-20260517_194655-ltnzuugz
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run n4-wd0.4-200k-seed0
wandb: ⭐️ View project at https://wandb.ai/shukanth2004-the-ohio-state-university/mechinterp
wandb: 🚀 View run at https://wandb.ai/shukanth2004-the-ohio-state-university/mechinterp/runs/ltnzuugz
Generating dataset: n_nodes=4, n_graphs=200, dataset_seed=42
  train: 1,920 samples | val: 480 samples | vocab size: 8 | seq len: 21
Training: lr=0.001, wd=0.4, n_steps=200,000, seed=0
step     10 | train loss 1.3197 | train acc 0.422 | val loss 1.2755 | val acc 0.456 | ‖g‖ 3.6892 | 1s
step 115100 | train loss 0.0248 | train acc 1.000 | val loss 0.7934 | val acc 0.808 | ‖g‖ 2.2187 | 1716s
step 115200 | train loss 0.0046 | train acc 1.000 | val loss 0.9490 | val acc 0.812 | ‖g‖ 0.7245 | 1717s
step 115300 | train loss 0.0150 | train acc 1.000 | val loss 0.9489 | val acc 0.804 | ‖g‖ 3.5432 | 1719s
step 115400 | train loss 0.0934 | train acc 0.961 | val loss 0.6492 | val acc 0.815 | ‖g‖ 6.8834 | 1720s
step 115500 | train loss 0.0536 | train acc 0.984 | val loss 0.8665 | val acc 0.792 | ‖g‖ 5.2535 | 1721s
step 115600 | train loss 0.1149 | train acc 0.961 | val loss 0.8730 | val acc 0.785 | ‖g‖ 8.4353 | 1723s
step 115700 | train loss 0.0199 | train acc 0.992 | val loss 0.9363 | val acc 0.806 | ‖g‖ 3.7890 | 1724s
step 115800 | train loss 0.1552 | train acc 0.945 | val loss 0.7878 | val acc 0.794 | ‖g‖ 15.0296 | 1726s
step 115900 | train loss 0.0203 | train acc 1.000 | val loss 0.9341 | val acc 0.819 | ‖g‖ 3.8095 | 1727s
step 116000 | train loss 0.0177 | train acc 1.000 | val loss 0.9117 | val acc 0.821 | ‖g‖ 4.8605 | 1729s
step 116100 | train loss 0.1056 | train acc 0.961 | val loss 0.8935 | val acc 0.806 | ‖g‖ 7.0642 | 1730s
step 116200 | train loss 0.0210 | train acc 1.000 | val loss 0.7396 | val acc 0.823 | ‖g‖ 2.3484 | 1732s
step 116300 | train loss 0.0253 | train acc 1.000 | val loss 0.9144 | val acc 0.812 | ‖g‖ 3.8276 | 1733s
step 116400 | train loss 0.0427 | train acc 0.984 | val loss 0.8647 | val acc 0.806 | ‖g‖ 8.6018 | 1735s
step 116500 | train loss 0.0430 | train acc 0.984 | val loss 0.7368 | val acc 0.825 | ‖g‖ 4.1353 | 1736s
step 116600 | train loss 0.0129 | train acc 1.000 | val loss 0.8994 | val acc 0.819 | ‖g‖ 1.4831 | 1738s
step 116700 | train loss 0.0112 | train acc 1.000 | val loss 0.9216 | val acc 0.819 | ‖g‖ 2.6631 | 1739s
step 116800 | train loss 0.0050 | train acc 1.000 | val loss 0.9379 | val acc 0.815 | ‖g‖ 1.3977 | 1740s
step 116900 | train loss 0.1217 | train acc 0.969 | val loss 0.5943 | val acc 0.808 | ‖g‖ 5.2279 | 1742s
step 117000 | train loss 0.1465 | train acc 0.953 | val loss 0.8242 | val acc 0.775 | ‖g‖ 9.2932 | 1743s
step 117100 | train loss 0.0469 | train acc 0.984 | val loss 0.7542 | val acc 0.823 | ‖g‖ 6.5668 | 1745s
step 117200 | train loss 0.0401 | train acc 0.977 | val loss 0.8437 | val acc 0.817 | ‖g‖ 5.3005 | 1746s
step 117300 | train loss 0.0110 | train acc 1.000 | val loss 0.7674 | val acc 0.815 | ‖g‖ 0.9822 | 1748s
step 117400 | train loss 0.0384 | train acc 0.992 | val loss 0.9429 | val acc 0.810 | ‖g‖ 4.5311 | 1749s
step 117500 | train loss 0.0632 | train acc 0.977 | val loss 0.9271 | val acc 0.800 | ‖g‖ 6.6786 | 1751s
step 117600 | train loss 0.0182 | train acc 1.000 | val loss 0.9302 | val acc 0.806 | ‖g‖ 2.5040 | 1752s
step 117700 | train loss 0.1296 | train acc 0.969 | val loss 0.9318 | val acc 0.798 | ‖g‖ 15.7823 | 1754s
step 117800 | train loss 0.0868 | train acc 0.969 | val loss 0.9326 | val acc 0.806 | ‖g‖ 10.2067 | 1755s
step 117900 | train loss 0.0326 | train acc 0.992 | val loss 0.9236 | val acc 0.812 | ‖g‖ 3.7979 | 1756s
step 118000 | train loss 0.0205 | train acc 1.000 | val loss 0.7917 | val acc 0.819 | ‖g‖ 2.1433 | 1758s
step 118100 | train loss 0.0233 | train acc 1.000 | val loss 0.8016 | val acc 0.810 | ‖g‖ 3.1369 | 1759s
step 118200 | train loss 0.0470 | train acc 0.992 | val loss 0.9767 | val acc 0.804 | ‖g‖ 8.1224 | 1761s
step 118300 | train loss 0.0353 | train acc 0.984 | val loss 1.0044 | val acc 0.810 | ‖g‖ 6.2979 | 1762s
step 118400 | train loss 0.1345 | train acc 0.953 | val loss 0.8188 | val acc 0.800 | ‖g‖ 10.9469 | 1764s
step 118500 | train loss 0.2148 | train acc 0.938 | val loss 1.0685 | val acc 0.804 | ‖g‖ 14.4527 | 1765s
step 118600 | train loss 0.0271 | train acc 0.992 | val loss 0.8815 | val acc 0.827 | ‖g‖ 1.7242 | 1767s
step 118700 | train loss 0.0585 | train acc 0.992 | val loss 0.8745 | val acc 0.798 | ‖g‖ 10.1224 | 1768s
step 118800 | train loss 0.0077 | train acc 1.000 | val loss 0.9654 | val acc 0.802 | ‖g‖ 0.7987 | 1770s
step 118900 | train loss 0.0306 | train acc 1.000 | val loss 0.9516 | val acc 0.804 | ‖g‖ 2.9134 | 1771s
step 119000 | train loss 0.0577 | train acc 0.977 | val loss 0.8520 | val acc 0.817 | ‖g‖ 6.7805 | 1773s
step 119100 | train loss 0.0057 | train acc 1.000 | val loss 0.9452 | val acc 0.821 | ‖g‖ 1.2714 | 1774s
step 119200 | train loss 0.0075 | train acc 1.000 | val loss 1.0197 | val acc 0.806 | ‖g‖ 1.5043 | 1775s
step 119300 | train loss 0.0701 | train acc 0.969 | val loss 0.8200 | val acc 0.798 | ‖g‖ 6.2375 | 1777s
step 119400 | train loss 0.1533 | train acc 0.938 | val loss 0.9040 | val acc 0.804 | ‖g‖ 10.5079 | 1778s
step 119500 | train loss 0.0373 | train acc 0.984 | val loss 0.8067 | val acc 0.819 | ‖g‖ 5.7175 | 1780s
step 119600 | train loss 0.0923 | train acc 0.961 | val loss 0.7973 | val acc 0.800 | ‖g‖ 9.5319 | 1781s
step 119700 | train loss 0.0423 | train acc 0.984 | val loss 0.9441 | val acc 0.808 | ‖g‖ 7.0527 | 1782s
step 119800 | train loss 0.0441 | train acc 0.984 | val loss 1.0652 | val acc 0.781 | ‖g‖ 5.8495 | 1784s
step 119900 | train loss 0.0699 | train acc 0.984 | val loss 0.8637 | val acc 0.823 | ‖g‖ 8.3708 | 1785s
step 120000 | train loss 0.0257 | train acc 0.992 | val loss 0.9265 | val acc 0.810 | ‖g‖ 3.6719 | 1787s
step 120100 | train loss 0.0363 | train acc 0.992 | val loss 0.9095 | val acc 0.804 | ‖g‖ 4.4203 | 1788s
step 120200 | train loss 0.0302 | train acc 0.992 | val loss 0.9919 | val acc 0.794 | ‖g‖ 4.7020 | 1790s
step 120300 | train loss 0.0496 | train acc 0.984 | val loss 0.8431 | val acc 0.798 | ‖g‖ 6.3500 | 1791s
step 120400 | train loss 0.0037 | train acc 1.000 | val loss 0.9333 | val acc 0.819 | ‖g‖ 0.3670 | 1793s
step 120500 | train loss 0.0094 | train acc 1.000 | val loss 0.9519 | val acc 0.812 | ‖g‖ 1.0458 | 1794s
step 120600 | train loss 0.0749 | train acc 0.984 | val loss 0.8840 | val acc 0.819 | ‖g‖ 6.1983 | 1796s
step 120700 | train loss 0.0598 | train acc 0.977 | val loss 0.8982 | val acc 0.819 | ‖g‖ 5.5881 | 1797s
step 120800 | train loss 0.0876 | train acc 0.977 | val loss 0.9027 | val acc 0.804 | ‖g‖ 11.3303 | 1799s
step 120900 | train loss 0.0334 | train acc 1.000 | val loss 0.8668 | val acc 0.810 | ‖g‖ 5.3769 | 1800s
step 121000 | train loss 0.0066 | train acc 1.000 | val loss 0.8631 | val acc 0.823 | ‖g‖ 0.9685 | 1802s
step 121100 | train loss 0.2184 | train acc 0.914 | val loss 0.7118 | val acc 0.827 | ‖g‖ 13.3389 | 1804s
step 121200 | train loss 0.0159 | train acc 1.000 | val loss 0.8883 | val acc 0.808 | ‖g‖ 2.1762 | 1805s
step 121300 | train loss 0.0431 | train acc 0.977 | val loss 0.8093 | val acc 0.810 | ‖g‖ 4.3908 | 1807s
step 121400 | train loss 0.0962 | train acc 0.984 | val loss 0.9295 | val acc 0.787 | ‖g‖ 9.9346 | 1808s
step 121500 | train loss 0.0277 | train acc 1.000 | val loss 0.8709 | val acc 0.817 | ‖g‖ 2.2680 | 1810s
step 121600 | train loss 0.0673 | train acc 0.984 | val loss 0.8494 | val acc 0.812 | ‖g‖ 9.2879 | 1811s
step 121700 | train loss 0.1020 | train acc 0.977 | val loss 0.7732 | val acc 0.821 | ‖g‖ 7.3274 | 1813s
step 121800 | train loss 0.1161 | train acc 0.961 | val loss 0.9558 | val acc 0.790 | ‖g‖ 12.6983 | 1814s
step 121900 | train loss 0.0084 | train acc 1.000 | val loss 0.9165 | val acc 0.821 | ‖g‖ 0.6828 | 1816s
step 122000 | train loss 0.0162 | train acc 1.000 | val loss 0.9019 | val acc 0.798 | ‖g‖ 2.2718 | 1817s
step 122100 | train loss 0.0313 | train acc 0.992 | val loss 0.8945 | val acc 0.804 | ‖g‖ 3.7774 | 1818s
step 122200 | train loss 0.0115 | train acc 1.000 | val loss 0.9202 | val acc 0.812 | ‖g‖ 2.8878 | 1820s
step 122300 | train loss 0.0062 | train acc 1.000 | val loss 0.9385 | val acc 0.812 | ‖g‖ 2.2466 | 1821s
step 122400 | train loss 0.0062 | train acc 1.000 | val loss 0.9397 | val acc 0.812 | ‖g‖ 1.0411 | 1823s
step 122500 | train loss 0.0903 | train acc 0.984 | val loss 0.8763 | val acc 0.794 | ‖g‖ 5.5140 | 1824s
step 122600 | train loss 0.0507 | train acc 0.984 | val loss 0.8870 | val acc 0.806 | ‖g‖ 4.6760 | 1826s
step 122700 | train loss 0.0516 | train acc 0.984 | val loss 0.9603 | val acc 0.785 | ‖g‖ 5.7226 | 1827s
step 122800 | train loss 0.0891 | train acc 0.977 | val loss 0.8051 | val acc 0.825 | ‖g‖ 9.8906 | 1829s
step 122900 | train loss 0.0250 | train acc 0.992 | val loss 0.8516 | val acc 0.817 | ‖g‖ 2.9722 | 1830s
step 123000 | train loss 0.0388 | train acc 1.000 | val loss 0.9571 | val acc 0.812 | ‖g‖ 5.2024 | 1831s
step 123100 | train loss 0.0845 | train acc 0.961 | val loss 0.7964 | val acc 0.817 | ‖g‖ 8.4897 | 1833s
step 123200 | train loss 0.0415 | train acc 0.992 | val loss 0.9142 | val acc 0.823 | ‖g‖ 5.5623 | 1834s
step 123300 | train loss 0.0419 | train acc 0.984 | val loss 0.7784 | val acc 0.817 | ‖g‖ 5.5345 | 1836s
step 123400 | train loss 0.0223 | train acc 1.000 | val loss 0.9016 | val acc 0.802 | ‖g‖ 2.4653 | 1837s
step 123500 | train loss 0.0159 | train acc 1.000 | val loss 0.8382 | val acc 0.806 | ‖g‖ 1.6641 | 1839s
step 123600 | train loss 0.0544 | train acc 0.969 | val loss 0.9571 | val acc 0.800 | ‖g‖ 5.4160 | 1840s
step 123700 | train loss 0.0448 | train acc 0.984 | val loss 0.8772 | val acc 0.812 | ‖g‖ 6.4437 | 1842s
step 123800 | train loss 0.0235 | train acc 1.000 | val loss 0.9160 | val acc 0.800 | ‖g‖ 2.6785 | 1843s
step 123900 | train loss 0.0755 | train acc 0.984 | val loss 0.8049 | val acc 0.808 | ‖g‖ 6.2840 | 1845s
step 124000 | train loss 0.1133 | train acc 0.961 | val loss 1.1051 | val acc 0.758 | ‖g‖ 9.9048 | 1846s
step 124100 | train loss 0.0803 | train acc 0.961 | val loss 0.9262 | val acc 0.808 | ‖g‖ 9.2795 | 1848s
step 124200 | train loss 0.0080 | train acc 1.000 | val loss 0.9139 | val acc 0.808 | ‖g‖ 1.1039 | 1849s
step 124300 | train loss 0.0313 | train acc 0.992 | val loss 0.9562 | val acc 0.810 | ‖g‖ 4.2097 | 1851s
step 124400 | train loss 0.0179 | train acc 1.000 | val loss 0.9126 | val acc 0.810 | ‖g‖ 2.2022 | 1852s
step 124500 | train loss 0.0496 | train acc 0.992 | val loss 0.9326 | val acc 0.796 | ‖g‖ 7.3399 | 1854s
step 124600 | train loss 0.0375 | train acc 0.992 | val loss 0.9978 | val acc 0.804 | ‖g‖ 4.7775 | 1855s
step 124700 | train loss 0.0321 | train acc 0.984 | val loss 0.8514 | val acc 0.819 | ‖g‖ 5.9653 | 1857s
step 124800 | train loss 0.0738 | train acc 0.977 | val loss 0.8697 | val acc 0.804 | ‖g‖ 10.2772 | 1858s
step 124900 | train loss 0.0200 | train acc 0.992 | val loss 0.8777 | val acc 0.806 | ‖g‖ 3.0605 | 1860s
step 125000 | train loss 0.0046 | train acc 1.000 | val loss 0.8962 | val acc 0.817 | ‖g‖ 0.3780 | 1861s
step 125100 | train loss 0.0078 | train acc 1.000 | val loss 0.9391 | val acc 0.821 | ‖g‖ 1.2621 | 1862s
step 125200 | train loss 0.0878 | train acc 0.969 | val loss 0.8109 | val acc 0.792 | ‖g‖ 6.2771 | 1864s
step 125300 | train loss 0.0606 | train acc 0.969 | val loss 0.9288 | val acc 0.810 | ‖g‖ 10.7773 | 1865s
step 125400 | train loss 0.1196 | train acc 0.961 | val loss 0.8454 | val acc 0.802 | ‖g‖ 9.8387 | 1867s
step 125500 | train loss 0.0550 | train acc 0.984 | val loss 0.9182 | val acc 0.804 | ‖g‖ 6.7582 | 1868s
step 125600 | train loss 0.0258 | train acc 0.992 | val loss 0.9446 | val acc 0.815 | ‖g‖ 6.9113 | 1869s
step 125700 | train loss 0.1722 | train acc 0.953 | val loss 0.9709 | val acc 0.773 | ‖g‖ 19.9127 | 1871s
step 125800 | train loss 0.0267 | train acc 1.000 | val loss 0.7982 | val acc 0.829 | ‖g‖ 4.2769 | 1872s
step 125900 | train loss 0.0219 | train acc 0.992 | val loss 0.9740 | val acc 0.819 | ‖g‖ 4.7695 | 1874s
step 126000 | train loss 0.1538 | train acc 0.945 | val loss 0.8804 | val acc 0.810 | ‖g‖ 12.3172 | 1875s
step 126100 | train loss 0.0305 | train acc 0.984 | val loss 0.8513 | val acc 0.792 | ‖g‖ 4.5445 | 1876s
step 126200 | train loss 0.0137 | train acc 1.000 | val loss 1.0100 | val acc 0.800 | ‖g‖ 2.1527 | 1878s
step 126300 | train loss 0.0640 | train acc 0.969 | val loss 0.9009 | val acc 0.810 | ‖g‖ 13.4931 | 1879s
step 126400 | train loss 0.0802 | train acc 0.969 | val loss 0.7203 | val acc 0.815 | ‖g‖ 6.8939 | 1881s
step 126500 | train loss 0.0239 | train acc 0.992 | val loss 0.8219 | val acc 0.802 | ‖g‖ 3.0511 | 1882s
step 126600 | train loss 0.0757 | train acc 0.961 | val loss 0.8164 | val acc 0.810 | ‖g‖ 6.3222 | 1884s
step 126700 | train loss 0.0057 | train acc 1.000 | val loss 0.9050 | val acc 0.817 | ‖g‖ 0.5943 | 1885s
step 126800 | train loss 0.0910 | train acc 0.953 | val loss 1.0360 | val acc 0.790 | ‖g‖ 13.5984 | 1887s
step 126900 | train loss 0.0260 | train acc 1.000 | val loss 0.9491 | val acc 0.806 | ‖g‖ 3.2438 | 1889s
step 127000 | train loss 0.0450 | train acc 0.992 | val loss 0.8690 | val acc 0.796 | ‖g‖ 7.2814 | 1890s
step 127100 | train loss 0.0396 | train acc 0.992 | val loss 0.8090 | val acc 0.817 | ‖g‖ 3.8785 | 1892s
step 127200 | train loss 0.0292 | train acc 0.992 | val loss 0.9583 | val acc 0.796 | ‖g‖ 4.1715 | 1893s
step 127300 | train loss 0.0390 | train acc 0.984 | val loss 0.9052 | val acc 0.823 | ‖g‖ 6.3578 | 1895s
step 127400 | train loss 0.0554 | train acc 0.984 | val loss 0.9390 | val acc 0.815 | ‖g‖ 5.9060 | 1896s
step 127500 | train loss 0.0601 | train acc 0.984 | val loss 0.7840 | val acc 0.804 | ‖g‖ 5.5866 | 1898s
step 127600 | train loss 0.0495 | train acc 0.984 | val loss 0.9437 | val acc 0.785 | ‖g‖ 6.2796 | 1900s
step 127700 | train loss 0.0279 | train acc 0.984 | val loss 0.9237 | val acc 0.819 | ‖g‖ 3.3956 | 1901s
step 127800 | train loss 0.0084 | train acc 1.000 | val loss 1.0335 | val acc 0.808 | ‖g‖ 1.1253 | 1903s
step 127900 | train loss 0.0036 | train acc 1.000 | val loss 1.0023 | val acc 0.806 | ‖g‖ 0.3691 | 1904s
step 128000 | train loss 0.1436 | train acc 0.930 | val loss 0.7887 | val acc 0.804 | ‖g‖ 12.7232 | 1906s
step 128100 | train loss 0.1573 | train acc 0.938 | val loss 0.8960 | val acc 0.821 | ‖g‖ 20.0372 | 1907s
step 128200 | train loss 0.0135 | train acc 1.000 | val loss 0.7709 | val acc 0.815 | ‖g‖ 1.3351 | 1909s
step 128300 | train loss 0.0212 | train acc 1.000 | val loss 0.8815 | val acc 0.806 | ‖g‖ 3.2431 | 1910s
step 128400 | train loss 0.0254 | train acc 1.000 | val loss 0.8680 | val acc 0.806 | ‖g‖ 3.6431 | 1912s
step 128500 | train loss 0.0389 | train acc 1.000 | val loss 0.9093 | val acc 0.796 | ‖g‖ 5.4052 | 1913s
step 128600 | train loss 0.0386 | train acc 0.992 | val loss 0.8487 | val acc 0.806 | ‖g‖ 6.6448 | 1915s
step 128700 | train loss 0.0114 | train acc 1.000 | val loss 0.8803 | val acc 0.812 | ‖g‖ 1.6427 | 1916s
step 128800 | train loss 0.0043 | train acc 1.000 | val loss 0.9737 | val acc 0.823 | ‖g‖ 0.3987 | 1918s
step 128900 | train loss 0.0483 | train acc 0.992 | val loss 0.9593 | val acc 0.800 | ‖g‖ 8.6158 | 1919s
step 129000 | train loss 0.0255 | train acc 0.992 | val loss 0.7917 | val acc 0.812 | ‖g‖ 3.1378 | 1920s
step 129100 | train loss 0.0499 | train acc 0.984 | val loss 0.9929 | val acc 0.800 | ‖g‖ 5.6579 | 1922s
step 129200 | train loss 0.0171 | train acc 1.000 | val loss 0.7750 | val acc 0.808 | ‖g‖ 1.6592 | 1923s
step 129300 | train loss 0.0046 | train acc 1.000 | val loss 0.9955 | val acc 0.817 | ‖g‖ 0.7959 | 1925s
step 129400 | train loss 0.0130 | train acc 1.000 | val loss 1.0557 | val acc 0.802 | ‖g‖ 2.2959 | 1926s
step 129500 | train loss 0.2410 | train acc 0.906 | val loss 0.8350 | val acc 0.771 | ‖g‖ 13.7087 | 1927s
step 129600 | train loss 0.0337 | train acc 0.992 | val loss 0.7731 | val acc 0.821 | ‖g‖ 4.1176 | 1929s
step 129700 | train loss 0.0295 | train acc 0.992 | val loss 0.8303 | val acc 0.823 | ‖g‖ 4.1438 | 1930s
step 129800 | train loss 0.0418 | train acc 0.992 | val loss 0.9209 | val acc 0.810 | ‖g‖ 7.8481 | 1932s
step 129900 | train loss 0.0713 | train acc 0.984 | val loss 0.7920 | val acc 0.804 | ‖g‖ 7.5410 | 1933s
step 130000 | train loss 0.0636 | train acc 0.984 | val loss 0.9170 | val acc 0.794 | ‖g‖ 7.5721 | 1934s
step 130100 | train loss 0.0096 | train acc 1.000 | val loss 0.8934 | val acc 0.817 | ‖g‖ 1.3808 | 1936s
step 130200 | train loss 0.0336 | train acc 0.992 | val loss 0.7818 | val acc 0.825 | ‖g‖ 3.8600 | 1937s
step 130300 | train loss 0.0136 | train acc 1.000 | val loss 0.9385 | val acc 0.819 | ‖g‖ 2.1102 | 1939s
step 130400 | train loss 0.0097 | train acc 1.000 | val loss 1.0198 | val acc 0.810 | ‖g‖ 1.3617 | 1941s
step 130500 | train loss 0.0427 | train acc 0.977 | val loss 0.9452 | val acc 0.802 | ‖g‖ 8.7401 | 1942s
step 130600 | train loss 0.1605 | train acc 0.977 | val loss 0.7305 | val acc 0.812 | ‖g‖ 7.9760 | 1944s
step 130700 | train loss 0.0116 | train acc 1.000 | val loss 0.8693 | val acc 0.810 | ‖g‖ 1.9155 | 1946s
step 130800 | train loss 0.0107 | train acc 1.000 | val loss 0.9601 | val acc 0.806 | ‖g‖ 2.7280 | 1948s
step 130900 | train loss 0.0625 | train acc 0.984 | val loss 0.9715 | val acc 0.783 | ‖g‖ 9.0641 | 1950s
step 131000 | train loss 0.0588 | train acc 0.992 | val loss 0.8184 | val acc 0.810 | ‖g‖ 6.2897 | 1952s
step 131100 | train loss 0.0477 | train acc 0.992 | val loss 0.9011 | val acc 0.787 | ‖g‖ 4.4592 | 1953s
step 131200 | train loss 0.0337 | train acc 0.984 | val loss 0.9079 | val acc 0.817 | ‖g‖ 7.0354 | 1955s
step 131300 | train loss 0.0675 | train acc 0.977 | val loss 0.7792 | val acc 0.800 | ‖g‖ 6.3723 | 1957s
step 131400 | train loss 0.0165 | train acc 0.992 | val loss 0.9279 | val acc 0.804 | ‖g‖ 2.5152 | 1959s
step 131500 | train loss 0.0234 | train acc 0.984 | val loss 0.9956 | val acc 0.792 | ‖g‖ 5.6987 | 1961s
step 131600 | train loss 0.0699 | train acc 0.992 | val loss 0.8097 | val acc 0.806 | ‖g‖ 6.4649 | 1962s
step 131700 | train loss 0.0482 | train acc 0.969 | val loss 0.8006 | val acc 0.817 | ‖g‖ 5.6444 | 1964s
step 131800 | train loss 0.1136 | train acc 0.961 | val loss 0.8452 | val acc 0.810 | ‖g‖ 9.7811 | 1966s
step 131900 | train loss 0.0103 | train acc 1.000 | val loss 0.8401 | val acc 0.823 | ‖g‖ 1.1211 | 1968s
step 132000 | train loss 0.0852 | train acc 0.977 | val loss 0.8677 | val acc 0.827 | ‖g‖ 9.8570 | 1970s
step 132100 | train loss 0.0157 | train acc 1.000 | val loss 0.8824 | val acc 0.808 | ‖g‖ 2.3773 | 1971s
step 132200 | train loss 0.0397 | train acc 0.984 | val loss 0.9087 | val acc 0.796 | ‖g‖ 5.8440 | 1973s
step 132300 | train loss 0.0806 | train acc 0.977 | val loss 1.0136 | val acc 0.804 | ‖g‖ 7.6207 | 1975s
step 132400 | train loss 0.0437 | train acc 0.992 | val loss 0.7949 | val acc 0.794 | ‖g‖ 2.7765 | 1977s
step 132500 | train loss 0.0184 | train acc 0.992 | val loss 0.8811 | val acc 0.806 | ‖g‖ 5.1274 | 1978s
step 132600 | train loss 0.0305 | train acc 0.984 | val loss 0.8929 | val acc 0.796 | ‖g‖ 3.8507 | 1980s
step 132700 | train loss 0.0143 | train acc 0.992 | val loss 0.8035 | val acc 0.800 | ‖g‖ 2.7121 | 1981s
step 132800 | train loss 0.0131 | train acc 1.000 | val loss 0.9065 | val acc 0.812 | ‖g‖ 3.8461 | 1983s
step 132900 | train loss 0.0590 | train acc 0.984 | val loss 0.8157 | val acc 0.800 | ‖g‖ 5.7269 | 1985s
step 133000 | train loss 0.0290 | train acc 0.984 | val loss 1.0255 | val acc 0.806 | ‖g‖ 8.3261 | 1987s
step 133100 | train loss 0.0417 | train acc 0.984 | val loss 0.9896 | val acc 0.798 | ‖g‖ 7.0213 | 1988s
step 133200 | train loss 0.1008 | train acc 0.961 | val loss 0.7612 | val acc 0.785 | ‖g‖ 7.3715 | 1990s
step 133300 | train loss 0.0169 | train acc 0.992 | val loss 0.9384 | val acc 0.800 | ‖g‖ 1.6380 | 1991s
step 133400 | train loss 0.0231 | train acc 0.984 | val loss 0.9620 | val acc 0.806 | ‖g‖ 4.5648 | 1993s
step 133500 | train loss 0.0507 | train acc 0.984 | val loss 0.9418 | val acc 0.806 | ‖g‖ 7.0575 | 1995s
step 133600 | train loss 0.0659 | train acc 0.977 | val loss 0.8375 | val acc 0.800 | ‖g‖ 5.5064 | 1996s
step 133700 | train loss 0.0204 | train acc 0.992 | val loss 0.9246 | val acc 0.806 | ‖g‖ 3.2628 | 1999s
step 133800 | train loss 0.0137 | train acc 1.000 | val loss 0.9103 | val acc 0.808 | ‖g‖ 2.3773 | 2001s
step 133900 | train loss 0.0789 | train acc 0.977 | val loss 0.8242 | val acc 0.781 | ‖g‖ 5.1851 | 2003s
step 134000 | train loss 0.0099 | train acc 1.000 | val loss 0.9339 | val acc 0.815 | ‖g‖ 1.1891 | 2004s
step 134100 | train loss 0.0616 | train acc 0.977 | val loss 0.8080 | val acc 0.812 | ‖g‖ 5.6386 | 2006s
step 134200 | train loss 0.0235 | train acc 1.000 | val loss 0.8003 | val acc 0.817 | ‖g‖ 3.8050 | 2007s
step 134300 | train loss 0.0045 | train acc 1.000 | val loss 0.9317 | val acc 0.817 | ‖g‖ 0.6013 | 2009s
step 134400 | train loss 0.0060 | train acc 1.000 | val loss 0.9654 | val acc 0.821 | ‖g‖ 0.9477 | 2010s
step 134500 | train loss 0.0065 | train acc 1.000 | val loss 0.9599 | val acc 0.806 | ‖g‖ 0.9806 | 2012s
step 134600 | train loss 0.1128 | train acc 0.953 | val loss 0.8308 | val acc 0.808 | ‖g‖ 11.6278 | 2015s
step 134700 | train loss 0.0409 | train acc 0.992 | val loss 0.7837 | val acc 0.802 | ‖g‖ 4.0603 | 2016s
step 134800 | train loss 0.1795 | train acc 0.930 | val loss 0.8673 | val acc 0.792 | ‖g‖ 12.6279 | 2018s
step 134900 | train loss 0.0828 | train acc 0.984 | val loss 0.9340 | val acc 0.819 | ‖g‖ 9.9502 | 2019s
